source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,minus_log10_p,GeneRatio,FoldEnrichment
GO:BP,GO:0042596,fear response,0.02325241576068664,True,"""The response of an organism to a perceived external threat."" [GOC:go_curators]",50,188,3,20972,0.015957446808510637,0.06,query_1,['GO:0033555'],1.6335319203209422,0.015957446808510637,0.06
GO:BP,GO:1900182,positive regulation of protein localization to nucleus,0.02325241576068664,True,"""Any process that activates or increases the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]",94,188,4,20972,0.02127659574468085,0.0425531914893617,query_1,"['GO:0034504', 'GO:1900180', 'GO:1903829']",1.6335319203209422,0.02127659574468085,0.0425531914893617
GO:BP,GO:0010631,epithelial cell migration,0.02325241576068664,True,"""The orderly movement of an epithelial cell from one site to another, often during the development of a multicellular organism."" [GOC:ascb_2009, GOC:BHF, GOC:dph, GOC:tb]",94,188,4,20972,0.02127659574468085,0.0425531914893617,query_1,"['GO:0001667', 'GO:0090132']",1.6335319203209422,0.02127659574468085,0.0425531914893617
GO:BP,GO:0030195,negative regulation of blood coagulation,0.02325241576068664,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of blood coagulation."" [GOC:mah]",50,188,3,20972,0.015957446808510637,0.06,query_1,"['GO:0007596', 'GO:0030193', 'GO:0050819', 'GO:0061045', 'GO:1900047']",1.6335319203209422,0.015957446808510637,0.06
GO:BP,GO:0030111,regulation of Wnt signaling pathway,0.02325241576068664,True,"""Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway."" [GOC:dph, GOC:mah, GOC:tb]",331,188,8,20972,0.0425531914893617,0.02416918429003021,query_1,"['GO:0009966', 'GO:0016055']",1.6335319203209422,0.0425531914893617,0.02416918429003021
GO:BP,GO:0001910,regulation of leukocyte mediated cytotoxicity,0.02325241576068664,True,"""Any process that modulates the frequency, rate, or extent of leukocyte mediated cytotoxicity."" [GOC:add, ISBN:0781735149, PMID:11911826]",94,188,4,20972,0.02127659574468085,0.0425531914893617,query_1,"['GO:0001909', 'GO:0002703', 'GO:0031341']",1.6335319203209422,0.02127659574468085,0.0425531914893617
GO:BP,GO:0021954,central nervous system neuron development,0.02325241576068664,True,"""The process whose specific outcome is the progression of a neuron whose cell body is located in the central nervous system, from initial commitment of the cell to a neuronal fate, to the fully functional differentiated neuron."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",94,188,4,20972,0.02127659574468085,0.0425531914893617,query_1,"['GO:0021953', 'GO:0048666']",1.6335319203209422,0.02127659574468085,0.0425531914893617
GO:BP,GO:0006119,oxidative phosphorylation,0.023328854707924056,True,"""The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis."" [ISBN:0198506732, ISBN:0471331309]",146,188,5,20972,0.026595744680851064,0.03424657534246575,query_1,['GO:0009060'],1.6321065816622236,0.026595744680851064,0.03424657534246575
GO:BP,GO:0009799,specification of symmetry,0.023328854707924056,True,"""The establishment of an organism's body plan or part of an organism such that a similar arrangement in form and relationship of parts around a common axis, or around each side of a plane is created."" [GOC:go_curators]",146,188,5,20972,0.026595744680851064,0.03424657534246575,query_1,['GO:0007389'],1.6321065816622236,0.026595744680851064,0.03424657534246575
GO:BP,GO:0007584,response to nutrient,0.023328854707924056,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus."" [GOC:go_curators]",146,188,5,20972,0.026595744680851064,0.03424657534246575,query_1,"['GO:0031667', 'GO:0042221']",1.6321065816622236,0.026595744680851064,0.03424657534246575
GO:BP,GO:0009855,determination of bilateral symmetry,0.023328854707924056,True,"""The establishment of an organism's body plan or part of an organism with respect to a single longitudinal plane. The pattern can either be symmetric, such that the halves are mirror images, or asymmetric where the pattern deviates from this symmetry."" [GOC:go_curators]",146,188,5,20972,0.026595744680851064,0.03424657534246575,query_1,['GO:0009799'],1.6321065816622236,0.026595744680851064,0.03424657534246575
GO:CC,GO:0000323,lytic vacuole,0.02348778801876131,True,"""A vacuole that is maintained at an acidic pH and which contains degradative enzymes, including a wide variety of acid hydrolases."" [GOC:krc]",787,187,14,22155,0.0748663101604278,0.017789072426937738,query_1,['GO:0005773'],1.6291578813271053,0.0748663101604278,0.017789072426937738
GO:CC,GO:0005764,lysosome,0.02348778801876131,True,"""A small lytic vacuole that has cell cycle-independent morphology found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."" [GOC:mah, ISBN:0198506732]",787,187,14,22155,0.0748663101604278,0.017789072426937738,query_1,['GO:0000323'],1.6291578813271053,0.0748663101604278,0.017789072426937738
GO:BP,GO:0042176,regulation of protein catabolic process,0.02370418631134916,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators, GOC:jl]",401,188,9,20972,0.047872340425531915,0.022443890274314215,query_1,"['GO:0009894', 'GO:0030163', 'GO:0051246']",1.6251749480250999,0.047872340425531915,0.022443890274314215
GO:MF,GO:0005543,phospholipid binding,0.023713846921959464,True,"""Binding to a phospholipid, a class of lipids containing phosphoric acid as a mono- or diester."" [ISBN:0198506732]",489,186,11,20208,0.05913978494623656,0.022494887525562373,query_1,['GO:0008289'],1.624997987925668,0.05913978494623656,0.022494887525562373
REAC,REAC:R-HSA-9656223,Signaling by RAF1 mutants,0.023872702397996444,True,Signaling by RAF1 mutants,40,163,4,11056,0.024539877300613498,0.1,query_1,['REAC:R-HSA-6802957'],1.6220984159280076,0.024539877300613498,0.1
GO:BP,GO:1904659,D-glucose transmembrane transport,0.024033877556449836,True,"""The process in which D-glucose is transported across a membrane."" [GO_REF:0000069, GOC:TermGenie, PMID:9090050]",95,188,4,20972,0.02127659574468085,0.042105263157894736,query_1,['GO:0008645'],1.6191761557247655,0.02127659574468085,0.042105263157894736
GO:BP,GO:0042180,ketone metabolic process,0.024047647449355718,True,"""The chemical reactions and pathways involving any of a class of organic compounds that contain the carbonyl group, CO, and in which the carbonyl group is bonded only to carbon atoms, as carried out by individual cells. The general formula for a ketone is RCOR, where R and R are alkyl or aryl groups."" [GOC:jl, ISBN:0787650153]",205,188,6,20972,0.031914893617021274,0.02926829268292683,query_1,['GO:0008152'],1.6189274036867138,0.031914893617021274,0.02926829268292683
GO:CC,GO:0043209,myelin sheath,0.0240507556277743,True,"""An electrically insulating fatty layer that surrounds the axons of many neurons. It is an outgrowth of glial cells: Schwann cells supply the myelin for peripheral neurons while oligodendrocytes supply it to those of the central nervous system."" [GOC:cjm, GOC:jl, NIF_Subcellular:sao593830697, Wikipedia:Myelin]",47,187,3,22155,0.016042780748663103,0.06382978723404255,query_1,['GO:0110165'],1.618871274391291,0.016042780748663103,0.06382978723404255
GO:MF,GO:0016301,kinase activity,0.02405735622939658,True,"""Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [ISBN:0198506732]",781,186,15,20208,0.08064516129032258,0.019206145966709345,query_1,['GO:0016772'],1.6187521009392838,0.08064516129032258,0.019206145966709345
GO:MF,GO:0005484,SNAP receptor activity,0.024114190785272986,True,"""Acting as a marker to identify a membrane and interacting selectively with one or more SNAREs on another membrane to mediate membrane fusion."" [GOC:mah, PMID:14570579]",40,186,3,20208,0.016129032258064516,0.075,query_1,['GO:0030674'],1.6177273073845309,0.016129032258064516,0.075
REAC,REAC:R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,0.024119655459952094,True,Negative regulation of NMDA receptor-mediated neuronal transmission,20,163,3,11056,0.018404907975460124,0.15,query_1,['REAC:R-HSA-442755'],1.6176289002180517,0.018404907975460124,0.15
REAC,REAC:R-HSA-193670,p75NTR negatively regulates cell cycle via SC1,0.024119655459952094,True,p75NTR negatively regulates cell cycle via SC1,6,163,2,11056,0.012269938650306749,0.3333333333333333,query_1,['REAC:R-HSA-193704'],1.6176289002180517,0.012269938650306749,0.3333333333333333
REAC,REAC:R-HSA-5674499,Negative feedback regulation of MAPK pathway,0.024119655459952094,True,Negative feedback regulation of MAPK pathway,6,163,2,11056,0.012269938650306749,0.3333333333333333,query_1,['REAC:R-HSA-5675221'],1.6176289002180517,0.012269938650306749,0.3333333333333333
REAC,REAC:R-HSA-388479,Vasopressin-like receptors,0.024119655459952094,True,Vasopressin-like receptors,6,163,2,11056,0.012269938650306749,0.3333333333333333,query_1,['REAC:R-HSA-375276'],1.6176289002180517,0.012269938650306749,0.3333333333333333
REAC,REAC:R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",0.024119655459952094,True,"Unblocking of NMDA receptors, glutamate binding and activation",20,163,3,11056,0.018404907975460124,0.15,query_1,['REAC:R-HSA-442755'],1.6176289002180517,0.018404907975460124,0.15
REAC,REAC:R-HSA-6799990,Metal sequestration by antimicrobial proteins,0.024119655459952094,True,Metal sequestration by antimicrobial proteins,6,163,2,11056,0.012269938650306749,0.3333333333333333,query_1,['REAC:R-HSA-6803157'],1.6176289002180517,0.012269938650306749,0.3333333333333333
REAC,REAC:R-HSA-9730414,MITF-M-regulated melanocyte development,0.024119655459952094,True,MITF-M-regulated melanocyte development,128,163,7,11056,0.04294478527607362,0.0546875,query_1,['REAC:R-HSA-1266738'],1.6176289002180517,0.04294478527607362,0.0546875
REAC,REAC:R-HSA-8857538,PTK6 promotes HIF1A stabilization,0.024119655459952094,True,PTK6 promotes HIF1A stabilization,6,163,2,11056,0.012269938650306749,0.3333333333333333,query_1,['REAC:R-HSA-8848021'],1.6176289002180517,0.012269938650306749,0.3333333333333333
REAC,REAC:R-HSA-74160,Gene expression (Transcription),0.024119655459952094,True,Gene expression (Transcription),1539,163,36,11056,0.22085889570552147,0.023391812865497075,query_1,['REAC:0000000'],1.6176289002180517,0.22085889570552147,0.023391812865497075
REAC,REAC:R-HSA-9028335,Activated NTRK2 signals through PI3K,0.024119655459952094,True,Activated NTRK2 signals through PI3K,6,163,2,11056,0.012269938650306749,0.3333333333333333,query_1,['REAC:R-HSA-9006115'],1.6176289002180517,0.012269938650306749,0.3333333333333333
REAC,REAC:R-HSA-9824439,Bacterial Infection Pathways,0.024119655459952094,True,Bacterial Infection Pathways,66,163,5,11056,0.03067484662576687,0.07575757575757576,query_1,['REAC:R-HSA-5663205'],1.6176289002180517,0.03067484662576687,0.07575757575757576
REAC,REAC:R-HSA-5660668,CLEC7A/inflammasome pathway,0.024119655459952094,True,CLEC7A/inflammasome pathway,6,163,2,11056,0.012269938650306749,0.3333333333333333,query_1,['REAC:R-HSA-5607764'],1.6176289002180517,0.012269938650306749,0.3333333333333333
REAC,REAC:R-HSA-111459,Activation of caspases through apoptosome-mediated cleavage,0.024119655459952094,True,Activation of caspases through apoptosome-mediated cleavage,6,163,2,11056,0.012269938650306749,0.3333333333333333,query_1,['REAC:R-HSA-111461'],1.6176289002180517,0.012269938650306749,0.3333333333333333
REAC,REAC:R-HSA-445144,Signal transduction by L1,0.024119655459952094,True,Signal transduction by L1,20,163,3,11056,0.018404907975460124,0.15,query_1,['REAC:R-HSA-373760'],1.6176289002180517,0.018404907975460124,0.15
WP,WP:WP4823,Genes controlling nephrogenesis,0.02430775453902975,True,Genes controlling nephrogenesis,46,169,4,8899,0.023668639053254437,0.08695652173913043,query_1,['WP:000000'],1.6142551578308566,0.023668639053254437,0.08695652173913043
WP,WP:WP5283,Chronic hyperglycemia impairment of neuron function,0.02430775453902975,True,Chronic hyperglycemia impairment of neuron function,46,169,4,8899,0.023668639053254437,0.08695652173913043,query_1,['WP:000000'],1.6142551578308566,0.023668639053254437,0.08695652173913043
WP,WP:WP4566,Translation inhibitors in chronically activated PDGFRA cells,0.02430775453902975,True,Translation inhibitors in chronically activated PDGFRA cells,46,169,4,8899,0.023668639053254437,0.08695652173913043,query_1,['WP:000000'],1.6142551578308566,0.023668639053254437,0.08695652173913043
GO:BP,GO:0010469,regulation of signaling receptor activity,0.024364393530927432,True,"""Any process that modulates the frequency, rate or extent of a signaling receptor activity. Receptor activity is when a molecule combines with an extracellular or intracellular messenger to initiate a change in cell activity."" [GOC:dph, GOC:tb]",51,188,3,20972,0.015957446808510637,0.058823529411764705,query_1,"['GO:0009966', 'GO:0065009']",1.6132443944386352,0.015957446808510637,0.058823529411764705
GO:BP,GO:0002455,humoral immune response mediated by circulating immunoglobulin,0.024364393530927432,True,"""An immune response dependent upon secreted immunoglobulin. An example of this process is found in Mus musculus."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",51,188,3,20972,0.015957446808510637,0.058823529411764705,query_1,"['GO:0006959', 'GO:0016064']",1.6132443944386352,0.015957446808510637,0.058823529411764705
GO:BP,GO:0003044,regulation of systemic arterial blood pressure mediated by a chemical signal,0.024364393530927432,True,"""The regulation of blood pressure mediated by biochemical signaling: hormonal, autocrine or paracrine."" [GOC:mtg_cardio]",51,188,3,20972,0.015957446808510637,0.058823529411764705,query_1,['GO:0003073'],1.6132443944386352,0.015957446808510637,0.058823529411764705
GO:BP,GO:0006858,extracellular transport,0.024364393530927432,True,"""The transport of substances that occurs outside cells."" [GOC:go_curators]",51,188,3,20972,0.015957446808510637,0.058823529411764705,query_1,['GO:0006810'],1.6132443944386352,0.015957446808510637,0.058823529411764705
GO:BP,GO:1904894,positive regulation of receptor signaling pathway via STAT,0.024364393530927432,True,"""Any process that activates or increases the frequency, rate or extent of receptor signaling pathway via STAT."" [GO_REF:0000058, GOC:rjd, GOC:TermGenie, PMID:24587195]",51,188,3,20972,0.015957446808510637,0.058823529411764705,query_1,"['GO:0009967', 'GO:0097696', 'GO:1904892']",1.6132443944386352,0.015957446808510637,0.058823529411764705
GO:BP,GO:0045071,negative regulation of viral genome replication,0.024364393530927432,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of viral genome replication."" [GOC:go_curators]",51,188,3,20972,0.015957446808510637,0.058823529411764705,query_1,"['GO:0019079', 'GO:0045069', 'GO:0048525']",1.6132443944386352,0.015957446808510637,0.058823529411764705
GO:BP,GO:0045668,negative regulation of osteoblast differentiation,0.024364393530927432,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]",51,188,3,20972,0.015957446808510637,0.058823529411764705,query_1,"['GO:0001649', 'GO:0045596', 'GO:0045667']",1.6132443944386352,0.015957446808510637,0.058823529411764705
GO:BP,GO:0035987,endodermal cell differentiation,0.024364393530927432,True,"""The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo."" [CL:0000223, GOC:yaf, PMID:17624332]",51,188,3,20972,0.015957446808510637,0.058823529411764705,query_1,"['GO:0001706', 'GO:0030154']",1.6132443944386352,0.015957446808510637,0.058823529411764705
GO:BP,GO:0043330,response to exogenous dsRNA,0.024364393530927432,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an exogenous double-stranded RNA stimulus."" [GOC:go_curators]",51,188,3,20972,0.015957446808510637,0.058823529411764705,query_1,['GO:0043331'],1.6132443944386352,0.015957446808510637,0.058823529411764705
GO:BP,GO:1900047,negative regulation of hemostasis,0.024364393530927432,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of hemostasis."" [GOC:TermGenie]",51,188,3,20972,0.015957446808510637,0.058823529411764705,query_1,"['GO:0007599', 'GO:0048519', 'GO:1900046']",1.6132443944386352,0.015957446808510637,0.058823529411764705
GO:BP,GO:0071168,protein localization to chromatin,0.024364393530927432,True,"""Any process in which a protein is transported to, or maintained at, a part of a chromosome that is organized into chromatin."" [GOC:mah]",51,188,3,20972,0.015957446808510637,0.058823529411764705,query_1,['GO:0034502'],1.6132443944386352,0.015957446808510637,0.058823529411764705
GO:BP,GO:0019724,B cell mediated immunity,0.02446908823780358,True,"""Any process involved with the carrying out of an immune response by a B cell, through, for instance, the production of antibodies or cytokines, or antigen presentation to T cells."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",206,188,6,20972,0.031914893617021274,0.02912621359223301,query_1,"['GO:0002449', 'GO:0002460']",1.6113822129395046,0.031914893617021274,0.02912621359223301
GO:BP,GO:0033157,regulation of intracellular protein transport,0.024480922753680436,True,"""Any process that modulates the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:mah]",148,188,5,20972,0.026595744680851064,0.033783783783783786,query_1,"['GO:0006886', 'GO:0032386', 'GO:0051223']",1.611172216457896,0.026595744680851064,0.033783783783783786
WP,WP:WP481,Insulin signaling,0.02450170304275541,True,Insulin signaling,160,169,8,8899,0.047337278106508875,0.05,query_1,['WP:000000'],1.610803728028691,0.047337278106508875,0.05
GO:MF,GO:0043169,cation binding,0.024594073563121696,True,"""Binding to a cation, a charged atom or group of atoms with a net positive charge."" [GOC:jl]",4548,186,57,20208,0.3064516129032258,0.012532981530343008,query_1,['GO:0043167'],1.609169532283426,0.3064516129032258,0.012532981530343008
GO:MF,GO:0097157,pre-mRNA intronic binding,0.024594073563121696,True,"""Binding to an intronic sequence of a pre-messenger RNA (pre-mRNA)."" [GOC:ans, PMID:16260624]",13,186,2,20208,0.010752688172043012,0.15384615384615385,query_1,['GO:0036002'],1.609169532283426,0.010752688172043012,0.15384615384615385
GO:MF,GO:0004993,G protein-coupled serotonin receptor activity,0.024594073563121696,True,"""Combining with the biogenic amine serotonin and transmitting the signal across the membrane by activating an associated G-protein. Serotonin (5-hydroxytryptamine) is a neurotransmitter and hormone found in vertebrates and invertebrates."" [GOC:ai]",13,186,2,20208,0.010752688172043012,0.15384615384615385,query_1,['GO:0008227'],1.609169532283426,0.010752688172043012,0.15384615384615385
GO:MF,GO:0017081,chloride channel regulator activity,0.024594073563121696,True,"""Binds to and modulates the activity of a chloride channel."" [GOC:mah]",13,186,2,20208,0.010752688172043012,0.15384615384615385,query_1,['GO:0099106'],1.609169532283426,0.010752688172043012,0.15384615384615385
GO:MF,GO:0005172,vascular endothelial growth factor receptor binding,0.024594073563121696,True,"""Binding to a vascular endothelial growth factor receptor."" [GOC:ai]",13,186,2,20208,0.010752688172043012,0.15384615384615385,query_1,"['GO:0005126', 'GO:0070851']",1.609169532283426,0.010752688172043012,0.15384615384615385
GO:BP,GO:0043405,regulation of MAP kinase activity,0.024754297331427387,True,"""Any process that modulates the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]",96,188,4,20972,0.02127659574468085,0.041666666666666664,query_1,['GO:0071900'],1.6063493969194418,0.02127659574468085,0.041666666666666664
GO:MF,GO:0005267,potassium channel activity,0.024849306924412815,True,"""Enables the energy-independent facilitated diffusion of a potassium ion through a transmembrane aqueous pore or channel."" [GOC:BHF, GOC:mtg_transport, GOC:pr, ISBN:0815340729]",126,186,5,20208,0.026881720430107527,0.03968253968253968,query_1,"['GO:0005261', 'GO:0015079']",1.6046857197314788,0.026881720430107527,0.03968253968253968
GO:BP,GO:1903428,positive regulation of reactive oxygen species biosynthetic process,0.024910797679767213,True,"""Any process that activates or increases the frequency, rate or extent of reactive oxygen species biosynthetic process."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0009891', 'GO:1903409', 'GO:1903426', 'GO:2000379']",1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0071474,cellular hyperosmotic response,0.024910797679767213,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of detection of, or exposure to, a hyperosmotic environment, i.e. an environment with a higher concentration of solutes than the organism or cell."" [GOC:mah]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0006972', 'GO:0071470']",1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0062099,negative regulation of programmed necrotic cell death,0.024910797679767213,True,"""Any process that decreases the frequency, rate or extent of programmed necrotic cell death."" [GOC:aruk, GOC:rph, PMID:27258785]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0043069', 'GO:0062098', 'GO:0097300']",1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:1903975,regulation of glial cell migration,0.024910797679767213,True,"""Any process that modulates the frequency, rate or extent of glial cell migration."" [GO_REF:0000058, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:19100238]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0008347', 'GO:0030334']",1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:2000641,regulation of early endosome to late endosome transport,0.024910797679767213,True,"""Any process that modulates the frequency, rate or extent of early endosome to late endosome transport."" [GOC:BHF]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0032386', 'GO:0045022', 'GO:0060627']",1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0010544,negative regulation of platelet activation,0.024910797679767213,True,"""Any process that decreases the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."" [GOC:BHF, GOC:dph, GOC:tb]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0010543', 'GO:0030168', 'GO:0030195', 'GO:0050866']",1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0007190,activation of adenylate cyclase activity,0.024910797679767213,True,"""Any process that initiates the activity of the inactive enzyme adenylate cyclase."" [GOC:ai]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,['GO:0045762'],1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0086066,atrial cardiac muscle cell to AV node cell communication,0.024910797679767213,True,"""The process that mediates interactions between an atrial cardiomyocyte and its surroundings that contributes to the process of the atrial cardiomyocyte communicating with an AV node cell in cardiac conduction. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,['GO:0086065'],1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0070206,protein trimerization,0.024910797679767213,True,"""The formation of a protein trimer, a macromolecular structure consisting of three noncovalently associated identical or nonidentical subunits."" [GOC:hjd]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,['GO:0051259'],1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0019730,antimicrobial humoral response,0.024910797679767213,True,"""An immune response against microbes mediated through a body fluid. Examples of this process are seen in the antimicrobial humoral response of Drosophila melanogaster and Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]",149,188,5,20972,0.026595744680851064,0.03355704697986577,query_1,"['GO:0006959', 'GO:0140546']",1.603612365503453,0.026595744680851064,0.03355704697986577
GO:BP,GO:0045579,positive regulation of B cell differentiation,0.024910797679767213,True,"""Any process that activates or increases the frequency, rate or extent of B cell differentiation."" [GOC:go_curators]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0030183', 'GO:0045577', 'GO:0045621', 'GO:0050871']",1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0042753,positive regulation of circadian rhythm,0.024910797679767213,True,"""Any process that activates or increases the frequency, rate or extent of a circadian rhythm behavior."" [GOC:go_curators]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0007623', 'GO:0042752', 'GO:0048518']",1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0043116,negative regulation of vascular permeability,0.024910797679767213,True,"""Any process that reduces the extent to which blood vessels can be pervaded by fluid."" [GOC:jl]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,['GO:0043114'],1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0035728,response to hepatocyte growth factor,0.024910797679767213,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hepatocyte growth factor stimulus."" [GOC:bf]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,['GO:0070848'],1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:1900037,regulation of cellular response to hypoxia,0.024910797679767213,True,"""Any process that modulates the frequency, rate or extent of cellular response to hypoxia."" [GOC:TermGenie, GOC:yaf]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0071456', 'GO:0080135']",1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0086014,atrial cardiac muscle cell action potential,0.024910797679767213,True,"""An action potential that occurs in an atrial cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0086002', 'GO:0086026']",1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0097396,response to interleukin-17,0.024910797679767213,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-17 stimulus."" [GOC:pr]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,['GO:0034097'],1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0098712,L-glutamate import across plasma membrane,0.024910797679767213,True,"""The directed movement of L-glutamate from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0015813', 'GO:0089718']",1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.024910797679767213,True,"""Any process that decreases the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]",149,188,5,20972,0.026595744680851064,0.03355704697986577,query_1,"['GO:0007178', 'GO:0009968', 'GO:0090092']",1.603612365503453,0.026595744680851064,0.03355704697986577
GO:BP,GO:0086026,atrial cardiac muscle cell to AV node cell signaling,0.024910797679767213,True,"""Any process that mediates the transfer of information from an atrial cardiomyocyte to an AV node cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,['GO:0086066'],1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0033033,negative regulation of myeloid cell apoptotic process,0.024910797679767213,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of a myeloid cell apoptotic process."" [GOC:add, GOC:mtg_apoptosis]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0033028', 'GO:0033032', 'GO:0043066']",1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0097284,hepatocyte apoptotic process,0.024910797679767213,True,"""Any apoptotic process in a hepatocyte, the main structural component of the liver."" [CL:0000182, GOC:jc, GOC:mtg_apoptosis, PMID:15856020]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,['GO:1904019'],1.603612365503453,0.010638297872340425,0.1111111111111111
GO:BP,GO:0090190,positive regulation of branching involved in ureteric bud morphogenesis,0.024910797679767213,True,"""Any process that increases the rate, frequency or extent of branching involved in ureteric bud morphogenesis, the process in which the branching structure of the ureteric bud is generated and organized. The ureteric bud is an epithelial tube that grows out from the metanephric duct. The bud elongates and branches to give rise to the ureter and kidney collecting tubules."" [GOC:dph, GOC:tb, GOC:yaf]",18,188,2,20972,0.010638297872340425,0.1111111111111111,query_1,"['GO:0001658', 'GO:0051240', 'GO:0090189', 'GO:1905332']",1.603612365503453,0.010638297872340425,0.1111111111111111
